RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5603,24223887,Singh,806,Germany,Female,78,1,48200.99,4,1,0,64822.64,0
5604,80086163,Allen,832,Spain,Female,23,4,109352.94,3,1,0,199777.67,0
5605,96820397,Allen,847,Germany,Female,41,5,62654.84,2,1,1,31825.98,0
5606,42329598,Bose,376,Spain,Male,31,4,241277.96,1,0,0,132177.97,1
5607,72023737,Gupta,746,Germany,Male,29,5,241364.8,2,0,1,164293.96,0
5608,43119668,Cruz,537,Spain,Male,72,7,28338.18,4,1,0,192442.65,0
5609,34928384,Turner,489,Spain,Male,85,1,176273.45,4,0,0,83796.26,0
5610,97126721,Bose,870,France,Female,61,6,57056.98,3,1,0,122632.56,0
5611,79824412,Singh,441,Germany,Female,68,5,179358.03,1,0,1,65301.32,0
5612,77887955,Morgan,426,France,Male,55,9,191776.66,4,0,0,26056.02,0
5613,21765788,Morgan,593,Germany,Male,58,7,12041.73,2,0,1,113185.42,0
5614,40725231,Morgan,437,France,Male,61,8,173837.08,2,0,0,126319.14,0
5615,45261362,Turner,643,Spain,Male,33,7,224199.25,3,0,0,69545.8,0
5616,99853600,Hall,444,France,Male,67,4,54075.6,3,1,1,61819.54,0
5617,41766658,Brown,602,Spain,Male,55,3,28891.92,1,0,0,70569.91,0
5618,94850875,Gupta,748,Germany,Female,22,2,141706.13,3,1,0,114379.55,0
5619,24284450,Lopez,403,Spain,Female,26,9,129364.81,2,1,1,142485.54,1
5620,54526276,Turner,592,France,Female,56,8,221442.48,3,1,1,149718.45,0
5621,78687322,Allen,459,Germany,Female,44,6,112771.47,2,0,0,69875.92,0
5622,35435339,Gupta,570,France,Male,49,0,103387.38,4,0,1,174127.27,1
5623,53563219,Taylor,511,Spain,Male,81,2,178492.52,3,0,1,107347.92,0
5624,66313452,White,384,Spain,Male,50,2,19357.0,1,0,1,118664.02,0
5625,38963091,Turner,386,France,Male,35,5,14260.83,1,1,0,61097.72,0
5626,24912584,Gupta,719,Germany,Female,84,1,126229.45,1,0,0,88970.9,1
5627,94558066,Taylor,526,France,Male,22,3,22257.89,3,0,1,29294.45,0
5628,59388645,Turner,870,Spain,Male,76,1,234782.86,4,1,0,123908.45,0
5629,84954636,Verma,624,Germany,Female,21,4,163560.31,4,0,0,154796.87,0
5630,85156920,Patel,454,France,Male,33,3,188412.13,1,1,1,117832.57,0
5631,24136405,Khan,505,Spain,Female,65,3,57218.19,4,1,0,78777.25,0
5632,33767091,Cruz,685,Germany,Male,83,3,123506.58,2,1,1,170254.49,0
5633,75534828,Bose,375,France,Female,25,3,33461.55,3,1,1,30374.41,1
5634,36668885,Adams,645,Germany,Female,61,4,50775.92,4,1,0,64772.2,0
5635,69233322,Lopez,886,Spain,Male,38,1,142052.21,4,0,0,29005.55,0
5636,47562578,Brown,704,France,Male,43,5,69978.13,4,0,1,90741.64,0
5637,41281095,Das,418,France,Female,52,0,229282.04,1,0,0,65063.71,0
5638,12361331,White,676,Spain,Male,32,9,248810.74,3,1,1,142864.79,0
5639,95044423,Roy,500,Spain,Female,57,1,981.67,4,0,0,34140.64,0
5640,71394671,Adams,669,Spain,Male,47,2,189774.7,3,0,1,26061.06,0
5641,14348530,Singh,801,France,Female,83,1,28833.96,4,1,0,119526.42,0
5642,51837593,Cruz,461,Spain,Male,30,2,143655.74,2,0,1,154390.71,1
5643,82265622,Taylor,811,France,Female,18,7,57120.89,3,0,0,104303.03,1
5644,53484059,Gupta,711,France,Female,60,2,241218.48,3,0,1,70628.36,0
5645,95543663,Khan,552,Germany,Male,45,10,218951.75,3,0,1,109740.99,0
5646,60394662,Bose,836,Spain,Male,18,9,148849.48,2,1,0,80893.2,0
5647,38875186,Cruz,829,Spain,Female,57,0,44004.15,1,1,0,73324.34,0
5648,33254222,Bose,353,Germany,Female,51,10,195670.32,4,1,1,100488.75,0
5649,66242142,Lopez,478,France,Female,30,7,130074.5,1,1,1,130528.65,0
5650,28012598,Turner,375,France,Male,78,7,152890.79,3,0,0,124157.88,0
5651,74384973,Sharma,376,France,Female,83,6,179485.81,1,0,0,39481.02,0
5652,82337162,Hall,391,Spain,Female,21,3,104083.0,3,1,1,59288.47,0
5653,64864537,Hall,413,France,Male,30,4,1934.75,4,1,1,21268.48,0
5654,71912105,Singh,374,Germany,Female,53,10,91042.91,1,1,0,98867.91,0
5655,42502170,Mehta,421,France,Male,78,9,103406.54,4,1,0,158623.01,0
5656,54362533,Das,831,Spain,Female,75,5,91731.36,4,1,1,94565.34,0
5657,17775679,Cruz,617,Spain,Male,32,5,207763.73,1,0,1,199879.93,0
5658,19929645,Lopez,444,France,Male,29,6,83088.05,2,0,1,155060.73,0
5659,30809587,Turner,744,France,Male,86,3,104084.33,2,1,1,87484.52,0
5660,95417897,Das,713,Spain,Male,78,7,15400.83,2,1,0,195177.19,0
5661,45569506,White,664,France,Male,59,1,179214.46,1,0,1,135322.34,1
5662,68077511,Taylor,466,Germany,Male,49,8,53854.69,1,1,0,185494.29,0
5663,98606138,Allen,513,Spain,Female,19,5,58752.89,1,0,1,35721.87,0
5664,55905971,Taylor,655,France,Male,25,0,146713.54,1,1,0,120366.63,0
5665,59270645,Lopez,549,France,Female,71,0,245888.37,2,0,1,183520.65,0
5666,90037806,Roy,529,France,Male,25,7,102536.17,2,0,0,137143.56,0
5667,62134150,Verma,707,Germany,Male,30,9,81789.38,1,0,1,197878.13,1
5668,78571402,Roy,601,Spain,Female,46,9,9051.57,4,1,1,199235.2,1
5669,16379878,Khan,648,Germany,Male,30,6,196843.47,4,1,0,162566.75,0
5670,20463128,Gupta,779,France,Female,75,2,65321.87,4,0,0,70177.83,0
5671,65541643,Bose,353,Germany,Female,80,7,192209.99,1,0,0,173640.83,0
5672,71152921,Hall,603,France,Female,64,7,70566.36,2,0,1,146630.45,0
5673,97820133,Verma,445,France,Male,91,6,7472.24,1,1,0,39141.26,0
5674,73872938,Turner,516,Spain,Female,55,4,124552.9,3,0,1,89781.97,0
5675,27509938,Gupta,680,Spain,Female,86,7,226514.51,2,0,0,177411.92,0
5676,31857908,Gupta,411,France,Female,86,4,52647.76,2,1,1,147397.27,0
5677,99911341,Sharma,523,France,Male,57,0,38480.03,4,0,0,96925.0,0
5678,68576692,Khan,602,France,Male,18,7,46196.16,4,1,0,130340.53,0
5679,24058071,Turner,810,Spain,Male,19,6,172569.14,4,0,0,188620.14,0
5680,86698319,Turner,564,Spain,Male,46,6,91849.26,1,1,0,127571.76,0
5681,37616524,Taylor,588,France,Male,24,1,64015.21,3,0,1,60981.26,0
5682,80984280,Adams,764,Spain,Female,74,10,84424.39,4,1,1,140485.42,0
5683,98924540,Bose,475,France,Female,72,2,77273.97,1,1,1,67914.68,0
5684,72738549,Adams,602,Germany,Female,90,2,135944.27,3,1,1,131422.78,0
5685,90969656,Adams,546,Spain,Female,53,10,33333.38,1,1,0,136022.36,0
5686,93377781,White,762,France,Male,24,9,127180.35,2,0,1,85076.33,0
5687,23398275,Verma,805,Germany,Male,27,5,77937.07,2,1,1,153321.94,0
5688,99924682,Khan,403,France,Male,91,5,233157.87,3,0,1,72723.76,0
5689,36859824,Morgan,688,Germany,Male,56,2,105454.12,4,1,0,22650.28,0
5690,95276678,Allen,708,Spain,Female,75,10,25002.37,3,0,1,83117.01,0
5691,81655789,Adams,500,Spain,Female,57,4,233402.22,1,1,1,175214.03,0
5692,35897482,Turner,449,France,Female,31,8,234375.03,2,0,1,123835.12,0
5693,92556904,Verma,583,Spain,Male,18,6,43873.58,4,0,1,172886.92,0
5694,13775702,Patel,893,Spain,Female,34,8,204106.12,1,0,0,43147.97,0
5695,47644716,Mehta,411,Germany,Female,66,1,215485.21,1,0,0,54738.15,0
5696,33547377,Gupta,545,Spain,Male,33,9,88899.11,2,1,0,49631.55,0
5697,84007274,Hall,891,Germany,Male,24,9,39875.13,4,0,0,161322.85,0
5698,12455918,Mehta,455,Germany,Female,32,0,199612.15,3,1,1,130194.86,0
5699,18053048,Das,644,Germany,Male,38,1,7076.52,2,0,1,80552.64,0
5700,22194329,Hall,800,Spain,Female,83,5,154851.87,2,1,1,160516.83,0
5701,24042008,Das,883,France,Female,76,9,85493.77,4,1,0,98370.14,1
5702,71086560,Patel,505,France,Female,65,6,149006.69,3,1,1,130808.44,1
5703,35476259,Roy,755,Spain,Female,90,7,197211.88,2,0,0,173847.7,0
5704,52101517,Gupta,724,Germany,Female,67,10,207184.55,3,1,1,96544.67,1
5705,34365389,Mehta,804,Spain,Male,27,5,249616.83,2,0,1,155411.43,0
5706,17955229,Singh,551,France,Male,69,5,160056.34,3,1,0,121815.46,0
5707,64062018,Khan,801,Germany,Male,85,2,55866.02,3,0,1,183382.76,0
5708,71158095,Singh,536,Spain,Female,47,8,69025.58,1,0,1,101983.3,0
5709,97574253,Gupta,717,Germany,Female,51,10,109036.27,2,0,1,73757.04,0
5710,57152541,Allen,689,Germany,Male,82,1,212117.66,1,0,1,68490.77,0
5711,25239667,Brown,611,France,Male,77,10,91713.76,2,1,0,54347.85,1
5712,72648941,Verma,892,Germany,Male,25,4,172067.49,1,1,1,84178.84,0
5713,45534839,Cruz,655,Spain,Female,82,2,11271.94,1,0,0,98172.45,0
5714,83252056,Taylor,514,Germany,Male,86,0,107514.49,1,0,1,44398.89,0
5715,46832178,Singh,437,Germany,Male,74,1,41756.53,1,0,0,152433.92,1
5716,10801125,Das,549,Spain,Female,62,5,234610.74,1,0,1,188822.34,0
5717,62718185,Patel,620,France,Male,66,9,197858.87,2,0,1,94137.17,0
5718,96884858,Singh,400,France,Male,91,0,34685.19,4,1,0,186536.12,0
5719,24775854,White,838,Spain,Female,79,10,100462.84,1,1,0,95960.07,0
5720,29470911,Hall,547,Germany,Female,56,1,20147.93,4,1,1,59640.74,0
5721,95654773,Singh,372,Spain,Male,38,9,186639.67,1,1,0,174639.55,0
5722,86807487,Roy,572,Spain,Female,70,4,47841.38,2,1,1,182277.99,0
5723,15254230,Gupta,570,Spain,Male,62,0,201083.49,3,1,1,134965.84,0
5724,47411032,Sharma,615,France,Male,45,10,18505.66,4,0,1,186058.93,0
5725,22901865,Brown,422,Germany,Male,70,10,143239.36,4,0,0,82766.43,0
5726,60433542,Roy,426,Spain,Male,26,9,152050.3,2,1,0,77370.94,0
5727,54476240,Das,893,France,Female,88,3,83583.68,3,0,1,173878.12,0
5728,83297617,Mehta,784,France,Female,78,4,41052.06,4,1,1,70550.44,0
5729,53547632,Brown,414,Germany,Female,44,4,80957.3,2,0,1,175920.01,0
5730,47221001,Bose,706,Spain,Male,39,4,123877.94,1,0,1,62901.16,1
5731,63560760,Verma,367,Germany,Male,47,9,242276.91,4,0,0,145088.55,0
5732,44603398,Hall,785,Spain,Male,32,8,111735.46,3,1,0,167309.41,0
5733,92620796,Gupta,790,France,Female,32,8,47345.46,4,0,1,176257.23,0
5734,84984753,Morgan,358,France,Male,70,4,6471.56,1,0,0,193721.2,0
5735,79198496,Cruz,819,Germany,Male,40,5,2057.36,3,1,0,74071.48,0
5736,17834112,Allen,697,Spain,Male,87,7,104184.5,1,0,1,117950.81,0
5737,37006699,Sharma,721,Germany,Female,33,6,74077.33,3,1,1,192167.39,0
5738,81908276,Brown,524,Spain,Male,82,5,28770.48,1,0,1,21852.89,1
5739,93199163,White,864,Germany,Male,62,3,43043.85,3,1,0,130753.57,0
5740,37534241,Taylor,479,France,Female,24,2,87476.5,3,1,1,46919.36,0
5741,39361667,Mehta,642,Germany,Female,62,3,171657.54,1,0,0,99244.0,0
5742,77068816,Sharma,702,Spain,Male,56,2,152396.99,4,1,1,35129.96,0
5743,55949429,Allen,573,Germany,Male,67,7,19988.83,2,0,1,80553.58,0
5744,56016582,Mehta,873,Spain,Female,66,5,35756.64,4,1,1,144494.08,0
5745,16355421,Allen,858,Germany,Female,65,5,227100.75,2,0,0,166099.01,0
5746,95449905,Cruz,717,Spain,Female,66,0,17770.31,1,0,0,121030.96,1
5747,30805820,Verma,849,Spain,Male,57,4,49718.2,4,1,0,98517.47,0
5748,72198050,Lopez,439,Spain,Female,56,7,79485.54,1,0,1,81657.04,0
5749,17433980,Patel,421,Germany,Male,74,10,57529.77,2,1,1,183240.61,0
5750,28301847,Das,782,Germany,Female,80,1,72709.58,3,0,1,55560.31,1
5751,71065507,White,697,France,Male,73,2,181935.11,1,1,1,143142.99,1
5752,48778801,Taylor,612,Spain,Male,19,8,23753.29,4,1,1,45343.24,0
5753,82070778,Turner,620,France,Female,43,3,88058.35,1,0,1,181936.64,0
5754,24390554,Allen,858,France,Female,40,10,152932.32,1,1,1,71365.88,1
5755,17595853,Patel,857,Spain,Male,35,9,12210.24,1,1,0,86835.83,1
5756,78015259,Roy,769,France,Female,85,4,11073.67,2,0,0,52968.9,0
5757,74750075,Lopez,421,Germany,Male,77,10,124641.87,4,1,0,188139.46,0
5758,26188828,Verma,423,France,Male,19,6,224956.14,4,0,1,179788.85,1
5759,89325711,Allen,852,Germany,Female,66,4,111192.11,2,0,0,105187.72,0
5760,18288515,Roy,495,Spain,Male,55,1,101661.17,4,0,0,25422.78,0
5761,98691108,White,395,Spain,Female,48,6,2539.45,4,0,1,182816.59,1
5762,87805072,Sharma,454,Spain,Male,57,10,183177.85,1,1,1,193271.88,0
5763,18884527,Sharma,458,France,Male,70,5,41021.29,2,1,0,32597.41,0
5764,38447661,Turner,666,Spain,Female,81,10,174623.41,2,1,0,129569.61,0
5765,32048729,Brown,470,Spain,Male,50,8,87126.57,2,1,0,192048.86,0
5766,15005231,Gupta,848,Germany,Male,75,1,11247.13,3,1,0,145370.25,0
5767,20698216,Patel,392,France,Male,67,1,81975.18,4,0,0,112916.02,0
5768,78456067,Taylor,448,France,Female,81,7,164890.08,1,1,1,81569.83,1
5769,66998429,Turner,660,Spain,Female,20,9,192084.66,1,0,0,153207.11,0
5770,85964061,Turner,563,France,Male,78,10,158886.03,1,0,0,197780.65,0
5771,20781973,Roy,812,Spain,Male,27,0,177765.2,1,1,0,135060.82,0
5772,44741450,Verma,772,Germany,Male,83,7,58978.53,4,0,1,110854.88,1
5773,53635777,Singh,738,France,Female,68,4,241312.04,2,1,0,50217.57,0
5774,31874795,Verma,461,France,Male,47,0,56727.62,2,0,1,175021.52,0
5775,50966411,Singh,621,Germany,Male,42,9,42524.77,3,1,1,89084.14,1
5776,79376221,Allen,451,France,Female,60,10,62452.94,1,1,0,158488.05,0
5777,78908835,Allen,559,Spain,Female,81,0,243013.79,3,1,0,82601.74,0
5778,19532945,Lopez,371,France,Male,76,5,16238.41,4,1,1,41751.86,1
5779,43059070,Roy,508,France,Female,79,9,193361.32,3,0,1,140364.85,1
5780,24517702,Lopez,692,Germany,Male,27,10,26321.63,4,0,1,118223.0,0
5781,55525374,Allen,749,Germany,Female,81,1,193322.86,3,0,1,47139.62,0
5782,10573881,Khan,803,Spain,Female,77,1,69256.01,4,1,0,169310.59,0
5783,91602393,Adams,492,France,Female,37,0,181655.79,4,0,1,74459.67,0
5784,19407062,Taylor,746,France,Female,66,0,12250.15,3,0,0,99717.16,0
5785,66628313,Roy,885,Germany,Male,91,3,83648.85,2,0,1,109408.91,0
5786,99779948,Bose,490,Spain,Male,44,4,116156.12,3,1,1,64347.67,0
5787,92188677,Brown,589,France,Female,68,3,5168.77,2,0,1,110369.18,0
5788,24242373,Das,641,Spain,Male,74,5,45212.09,2,0,0,32199.52,0
5789,51163819,White,431,France,Male,54,7,42199.53,3,1,0,53658.49,0
5790,48807239,Roy,520,Germany,Male,20,10,120350.43,1,0,1,69626.1,0
5791,97764631,Singh,875,Germany,Female,46,10,33293.25,2,1,0,84677.35,0
5792,13301394,Bose,891,Germany,Female,85,1,244292.5,1,0,0,64792.68,0
5793,79936228,Hall,459,Germany,Male,64,0,221732.45,4,0,0,104736.08,0
5794,80463377,Mehta,561,Germany,Male,86,1,56084.07,4,0,1,138652.39,0
5795,87933150,Lopez,787,Germany,Male,38,9,58552.5,4,1,0,82146.51,0
5796,55069853,Lopez,671,Spain,Male,59,10,236856.87,2,1,1,26733.79,0
5797,78722424,Allen,433,Germany,Female,38,5,74886.06,2,0,0,134074.48,0
5798,96179753,Sharma,725,Spain,Male,19,10,105822.23,4,1,1,178365.09,0
5799,63807136,Khan,402,Germany,Male,86,3,175369.84,3,1,0,42419.03,0
5800,30080139,Patel,845,France,Male,24,6,86009.15,3,1,1,53317.91,0
5801,65975541,Gupta,605,France,Male,52,1,225614.2,4,1,0,25330.36,0
5802,69147144,Roy,569,France,Male,47,0,147259.06,1,1,0,59330.67,0
5803,65436107,Verma,449,Spain,Female,61,4,141808.96,4,0,0,73222.65,1
5804,18103670,Roy,478,Germany,Female,63,8,138573.86,2,0,0,102074.01,1
5805,44104860,Mehta,568,Spain,Female,72,5,28011.8,1,1,1,145933.89,1
5806,28866922,Morgan,826,Germany,Female,18,5,197610.47,3,1,1,97920.61,0
5807,40836413,Morgan,807,France,Female,71,0,143028.41,3,1,0,85674.56,1
5808,43467508,Adams,371,Spain,Male,18,0,13379.79,1,1,0,143075.17,1
5809,20117390,White,678,Germany,Female,80,3,212590.11,1,0,1,136089.27,0
5810,81414529,Allen,829,Spain,Female,72,1,182364.54,2,0,1,96313.42,0
5811,91417907,Turner,688,Spain,Female,44,2,72222.29,4,0,0,80954.98,0
5812,35562996,Roy,528,France,Male,32,10,71509.82,1,1,0,88375.59,0
5813,19003281,White,770,France,Male,26,5,126179.01,1,0,1,92859.06,1
5814,34529154,Patel,831,France,Male,86,9,1807.95,3,1,0,36155.96,0
5815,17660678,Singh,398,France,Male,76,0,202405.17,3,0,0,52721.92,0
5816,45284715,Sharma,379,France,Female,40,10,235511.37,4,1,0,138161.18,0
5817,19142693,Patel,434,Germany,Female,28,10,111650.58,1,0,1,187634.97,0
5818,31807008,White,851,Germany,Female,41,9,134143.53,3,1,0,35199.33,1
5819,83498554,Cruz,895,France,Male,89,1,202446.19,4,0,1,41772.22,1
5820,50320606,Morgan,678,France,Female,71,3,69399.74,3,0,1,37751.52,0
5821,44306425,Singh,783,France,Female,48,5,122932.62,3,1,0,65954.79,0
5822,25678986,Morgan,598,Spain,Male,39,2,27748.51,3,0,1,162663.95,0
5823,69445827,Mehta,483,France,Male,31,8,175476.94,2,1,1,170461.4,0
5824,61159930,Roy,714,Germany,Female,22,9,198213.75,2,0,1,180524.93,0
5825,72155971,Turner,774,Germany,Female,34,3,16726.41,1,0,0,161121.58,0
5826,50170352,Hall,764,Spain,Female,88,6,220604.87,4,1,0,102593.87,0
5827,25234145,White,861,Germany,Female,61,10,93629.87,4,1,1,122309.42,0
5828,89600220,Das,734,France,Female,66,4,230551.65,2,1,1,143269.56,0
5829,34090583,Mehta,737,Spain,Female,82,5,225043.13,4,1,0,64579.14,0
5830,67691307,Cruz,798,Spain,Male,21,8,197724.92,1,1,0,118121.79,0
5831,37740293,Das,652,Germany,Male,26,8,207537.4,4,1,0,112652.29,0
5832,23552664,Bose,448,France,Female,53,5,72343.35,4,0,0,158015.82,0
5833,43872374,Adams,655,France,Male,68,1,91821.68,2,1,0,62160.64,0
5834,30671672,Singh,391,France,Female,49,8,60015.35,2,0,0,185623.61,1
5835,72565460,Adams,817,Spain,Female,35,10,88626.18,4,0,0,89635.7,1
5836,43891894,White,789,Germany,Male,32,1,140476.29,4,0,0,108937.0,0
5837,97814287,Verma,676,Germany,Male,37,1,216007.61,1,1,1,80308.11,0
5838,52364813,Roy,382,Germany,Female,75,1,136795.85,1,0,1,40797.56,0
5839,45985062,Morgan,761,France,Male,57,6,174171.54,1,1,0,51966.13,0
5840,58702875,Sharma,463,Spain,Female,83,10,33947.66,3,1,1,198246.71,0
5841,48117599,Bose,857,Spain,Male,30,3,234892.01,3,0,0,82965.19,0
5842,17463131,Lopez,405,Germany,Female,30,7,145794.28,3,0,0,40794.72,0
5843,71550770,Cruz,701,Germany,Male,79,7,193952.4,4,1,1,100142.98,0
5844,12795126,Mehta,678,Spain,Female,45,0,249641.48,1,0,1,44706.4,0
5845,51169328,Patel,895,Germany,Male,63,0,214931.4,3,1,1,130681.22,0
5846,49117064,Patel,619,Spain,Male,32,3,126092.19,2,0,1,24341.75,0
5847,40535317,Morgan,545,Spain,Male,61,1,217010.17,2,0,0,120891.34,0
5848,63059012,Bose,762,Germany,Female,40,2,164731.39,4,1,1,143615.23,0
5849,55566678,Roy,428,Spain,Male,84,9,182504.53,2,0,0,34529.27,0
5850,37883716,White,432,Spain,Male,83,1,159323.7,4,1,0,46625.78,0
5851,68807849,Morgan,486,Germany,Female,67,9,71908.44,2,0,0,159429.88,0
5852,19079860,Gupta,888,Germany,Female,30,8,83619.31,3,0,1,95770.68,0
5853,44456905,Allen,655,Germany,Male,19,5,139584.74,3,0,1,36601.14,0
5854,60457850,Bose,660,Spain,Male,51,6,218519.03,4,1,1,175229.97,1
5855,54117798,Adams,737,Germany,Male,57,5,113135.73,4,0,1,152647.75,0
5856,85616014,Khan,898,Germany,Male,86,0,135141.86,2,0,1,53672.48,1
5857,11417158,White,855,Spain,Female,78,4,92274.14,1,0,1,82500.51,1
5858,28613148,White,737,Spain,Male,42,2,4533.87,2,0,1,122232.11,0
5859,63004410,Sharma,642,Germany,Female,80,9,160884.86,2,0,0,23886.1,0
5860,40566254,Lopez,528,Germany,Female,45,7,141483.92,4,0,0,108169.31,1
5861,87141378,Das,778,Spain,Male,73,6,244564.09,1,1,0,81307.31,0
5862,73539547,Verma,873,Spain,Female,43,8,126991.7,1,1,1,186651.25,0
5863,60281422,Morgan,661,France,Male,44,0,133736.94,4,0,0,60657.66,0
5864,28292770,Brown,429,Spain,Female,43,1,70565.49,3,1,0,91733.13,0
5865,95470725,Verma,363,Spain,Female,32,1,24899.77,4,0,0,49210.3,0
5866,53390347,Khan,403,France,Female,67,0,176893.19,4,0,0,43101.0,0
5867,57484197,Sharma,796,Germany,Male,23,7,202103.91,4,1,1,70364.03,0
5868,60283084,Morgan,414,France,Female,85,3,217424.63,1,0,0,166928.53,0
5869,74060764,Bose,721,Spain,Female,21,6,101067.94,4,1,1,87977.56,1
5870,72467218,Sharma,852,France,Female,47,9,175891.24,1,0,1,53570.29,0
5871,46785218,Hall,445,France,Female,26,0,65673.03,4,1,0,23044.83,1
5872,43432455,Brown,882,France,Female,59,7,63197.79,3,1,0,118682.92,0
5873,98562183,Khan,609,France,Female,31,10,248931.31,3,0,1,109108.4,1
5874,38616825,Singh,597,France,Male,57,7,212359.83,2,1,0,57911.71,1
5875,97302483,Singh,476,France,Female,20,10,64053.29,2,0,0,85390.06,0
5876,34416430,White,848,Germany,Female,58,9,108349.83,1,0,1,71910.15,0
5877,34467331,Cruz,395,France,Male,50,2,141242.1,3,1,1,148111.39,1
5878,41499954,Bose,617,France,Female,77,8,3242.94,1,0,1,86176.71,0
5879,47175852,Das,891,France,Female,81,4,239818.4,4,0,0,104546.81,0
5880,58815958,Bose,443,France,Male,79,4,27192.87,4,0,0,198087.87,0
5881,97829519,Lopez,665,Spain,Male,24,4,204309.87,1,0,1,181153.64,0
5882,25111500,Lopez,420,France,Female,67,0,243982.56,2,1,0,138455.66,0
5883,23028847,Hall,798,France,Female,56,9,176057.28,1,0,1,106873.94,0
5884,71597704,Allen,716,France,Female,88,1,241672.58,1,0,1,83387.23,0
5885,44806093,Patel,759,Germany,Female,64,0,4922.49,2,1,1,189769.7,0
5886,95000180,Sharma,440,France,Male,87,1,88637.11,4,1,0,184267.48,0
5887,84925048,Morgan,858,Spain,Female,43,8,119113.0,2,1,0,49709.57,0
5888,58503110,Singh,877,Germany,Male,75,8,195734.98,3,1,0,65382.6,0
5889,28286606,White,459,Spain,Female,90,4,163632.97,2,0,1,90289.6,0
5890,65043685,Roy,438,Germany,Male,68,3,184002.28,3,0,1,102315.87,0
5891,52258657,Hall,621,Germany,Female,69,1,36165.45,3,0,1,117597.38,0
5892,53036055,Allen,596,France,Male,33,5,211191.36,2,0,1,26955.22,0
5893,98356836,Gupta,710,France,Male,65,8,205556.46,2,0,0,32259.38,1
5894,68811819,Morgan,727,Germany,Male,44,7,192228.12,2,1,0,104501.71,0
5895,71569024,Verma,555,France,Male,50,9,204487.48,1,1,1,185275.21,0
5896,86843273,Khan,694,France,Male,40,3,53398.71,2,0,0,153631.95,0
5897,46382186,Bose,804,Germany,Female,62,5,35066.73,3,0,1,117745.04,0
5898,82062663,Verma,416,Germany,Female,39,10,223765.39,3,1,0,25126.77,0
5899,75981367,Das,392,Spain,Female,59,8,239252.58,3,1,0,32290.42,0
5900,70411248,Sharma,578,Germany,Male,50,9,106066.61,2,0,0,133397.33,0
5901,73082456,Patel,793,Spain,Male,27,9,111749.95,4,0,1,54510.95,1
5902,68570763,Allen,583,Spain,Female,64,10,185244.27,4,0,0,123660.3,0
5903,75633624,Bose,548,France,Male,56,3,123749.77,3,0,0,101640.38,0
5904,18351184,Cruz,846,France,Male,63,8,78388.87,3,0,0,53219.86,0
5905,75431227,Sharma,381,Germany,Male,89,7,47524.02,1,1,1,103791.01,0
5906,39025773,Verma,613,Germany,Male,68,2,5662.81,2,1,0,179620.11,1
5907,89721839,Roy,462,Spain,Female,42,8,146924.66,2,1,1,60444.7,0
5908,52197411,Mehta,808,Spain,Female,32,4,35538.48,3,1,1,192240.78,0
5909,71803384,Gupta,625,France,Female,75,0,214587.74,1,0,1,61262.4,0
5910,99143466,Bose,495,Germany,Male,76,10,245717.16,3,0,1,102177.89,1
5911,23856901,Bose,706,Germany,Female,43,7,114435.04,1,1,1,150132.81,0
5912,53105220,Turner,355,Germany,Male,58,4,28892.5,3,0,1,159406.53,0
5913,59309098,White,689,Germany,Female,61,4,145754.36,3,1,1,75844.45,0
5914,77529752,Sharma,843,France,Female,39,1,143469.65,2,1,1,22967.28,0
5915,85404817,Roy,457,France,Male,54,8,33338.44,1,1,0,132657.39,0
5916,40663820,Gupta,420,Spain,Female,31,5,161732.57,4,1,0,78003.71,0
5917,29973915,Adams,689,France,Male,21,10,79015.71,1,0,0,113813.6,0
5918,71237905,Das,449,Spain,Female,41,9,211372.98,1,0,1,31640.13,0
5919,79319994,Adams,676,France,Female,83,2,146979.48,2,1,1,90402.37,0
5920,27984955,Mehta,382,France,Female,80,6,108237.74,4,0,1,133605.77,0
5921,68508606,Patel,492,Germany,Female,82,1,240829.48,4,0,1,34979.73,0
5922,70921272,Adams,593,Spain,Female,83,6,122806.05,2,1,1,105165.69,0
5923,82239282,Das,566,Spain,Female,30,10,221823.59,3,1,1,98658.6,0
5924,90086071,Singh,783,Spain,Male,44,1,66077.53,1,1,0,76169.46,0
5925,29494042,Singh,403,France,Female,34,10,110443.81,1,1,0,197418.82,0
5926,78597407,Brown,500,Germany,Female,86,4,20972.05,3,1,0,195375.2,0
5927,99739374,Singh,404,France,Male,74,9,105689.42,4,1,1,108134.79,1
5928,41905928,Das,866,Germany,Male,89,9,223623.21,3,0,0,53918.23,0
5929,49483623,Mehta,797,France,Female,90,8,207365.55,4,0,0,103904.9,0
5930,83525979,Brown,384,Spain,Female,35,8,243926.52,3,1,1,172617.1,0
5931,99473837,Verma,468,France,Male,33,5,187433.47,3,1,1,82057.83,1
5932,94997368,Singh,546,Spain,Female,68,2,67872.07,4,1,1,81397.26,0
5933,30075489,Brown,863,Germany,Female,57,3,40207.84,1,0,0,165609.69,0
5934,53714543,White,771,Spain,Female,56,3,44879.13,3,0,0,133053.86,0
5935,92551106,White,866,Spain,Male,73,8,165345.67,4,1,0,92953.64,0
5936,34093575,Bose,488,Spain,Female,71,3,95561.78,1,1,0,113357.67,0
5937,89947269,White,393,Spain,Male,61,3,103509.28,1,1,0,127020.53,0
5938,52547151,Sharma,568,Germany,Female,63,4,215143.51,1,0,1,49015.92,0
